"masked_pin","period","tax_type","total_turnover","total_operating_expense","total_administrative_expenses","total_financial_expenses","total_other_expenses","gross_tax"
"00049f10233cd0362e3df36761e330e2d527d474a60918c7d95955f593375bc9","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"00115cfcd4544c808adcce117003a118eb398f4914592ab566a5bff092c33191","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,160429.00
"001a0d794fe7a0b8d2ce1ffbe21dd7e806b3416a13aef13447f0b92427ff0c3c","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,243913.00
"564550c54d7cb558521dadaf694acf1b7a1edb5fde02119b80074a7bbd3a3589","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"775f293e5f1603f3c17727a8e1bcef7b9fc6142a9ea7ec5200c0566a9e508d6f","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,591057.00
"48e676ac136b6449945e74fa90266f4c4833e19f392c18b1bc6dedf416d51eb9","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,267323.00
ef5de12f4014eaa035a4a9ecd72061ee18ab4161497b20cbe7faaf409802b3c7,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"3d070d231ebb33b27901af8a43beb341307e026f5e5a5eae61fae775c7696e5b","2023",Income Tax - Resident Individual,34810317.00,0.00,0.00,0.00,0.00,1803015.00
"40c0e65bf5527dc42cdf92ab5f1067f3b2dd108d726c32231a19867a5b0ecd19","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,1143052.00
ee5fc2cdc851e5f065e04aaa12837ae8625645b08434733d79bb517a738e109b,"2023",Income Tax - Resident Individual,2022530.00,0.00,0.00,0.00,256400.00,527460.00
"2b32446c4ea3b4457cd641c3ce37d2a0387b52ac30c323cdd80a47d91fc5ce3f","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,80800.00
e4ef615b47f3407c6c93a55cbedf377ae6e1bfcf1fce5040c387db7c036b6a94,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,92638.00
"671e015d246aa1766416178c9aeadef545a451190289e9b5d27d80bc2415f723","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,148798.00
a803e3835521e6b98cf658a73b63e8c0687691f363fc1affb8a3ec843e424c57,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,127830.00
fb3c5aeb3e1798744d8cd6fd7a74ddba88a61b2428c5098a0a42ea290e5ae878,"2024",Income Tax - Resident Individual,104380.00,0.00,0.00,0.00,0.00,0.00
bddfd894be878cc350dff732f8702c682ac9d2f06de2e896b37f2ee0ab60f609,"2024",Income Tax - Company,18772.00,0.00,0.00,0.00,0.00,5631.60
e0c346e0d4177d9f1c1dd2f939b1d3dbbeff4141b6464c5376a38fac492a72bc,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,180756.00
ad4e69997d7ce4cc5d00f37f489061a4b7bf09f4d82da2e27e6cae909bd1d654,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000222862075cb25770d63f772b62478cb7ceb8086eb7b8dbcc13dfba0c0b808","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000da945fa03b6e4eb93d35bed4cab72b5344bc206d47164037d4cc1b14abd52","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0000b53040bfe91080b33dd34c2f2aff562e51aee002be664b9dd392986adb0c","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0000b53040bfe91080b33dd34c2f2aff562e51aee002be664b9dd392986adb0c","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000da945fa03b6e4eb93d35bed4cab72b5344bc206d47164037d4cc1b14abd52","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001358913b3fd9cdcbdb679b224d3920271ed5eba3410d3f768d98a6f8a89832","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,47455.00
"330d998278287aed291822c50d95194adabd77dca3a233531a86a6df64ac3cad","2024",Income Tax - Resident Individual,15000.00,0.00,0.00,0.00,0.00,1500.00
"528236c6da9e6de6fe093fad871757dc6915f8e02df1c59670434650f49af7ae","2024",Income Tax - Resident Individual,632100.00,63000.00,0.00,0.00,0.00,0.00
"1d86573267ec176854f82ef587efa21b6feeba27896f90f316d4ad4bee06cf18","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
bf5a8ac0d2517b537b65927279e86182fedcb6d0f8d9c2937b735b8f935a2721,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"6586d62836044b027ed502b736fb87e51e186d0814890ea084aa054ac0bd6826","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
e37ecd5fa9c24f0f8a4c2f11a83ff2f83f7c9f51019153eb34596d89a518d143,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"7c7c60f2f79c9730e148babd53b1af2b222ce4bbbf85d4b4f1a2560f87b1d187","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,73471.00
c38433fe80f605eb8820fb4eb7119ec46cb0bd79ac3894864ada9c66713bfda6,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,52938.00
"643c972497b3ea88a9d8a42e2b9deab49aafe8b5e17d3a1228355de2d6dc6d45","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"95d56c81f0374e0a17d8154bfb7de063f59021e5571de9993405b0d586057d28","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,47603.00
"1be50451f6a1b5e7d199a08756b6462ad5a983df6d12fb28d7769b858175432d","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,8975827.00
cd61106ecfdfdbbf90f08a8c6f326d12f241c2ba4a84471bdd2c2b9a10e2b4d9,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,401077.00
"9d3919fbfd1d650610b433c6004b719b88f1172ecc88038cd5809fb8c488e4f0","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
a10dafbb7116c2f24c5d97ec8f90e571f4c54cf48a09bcf28e8607f61201e4fc,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"146425857ad85ce60030f8984106f03d62a7e6f47837b1462acc6ee573d371b8","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0da1863a7729efe029e920886cc65ae5f55bfe8ef2add955dbfc844ba902b65d","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,45325.00
"2d1e88533eea70e5b9dfd60707d80362c89e9e12895738232e523ce319f5a744","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,193166.00
"001ab8167281dec3c839b4d7727296fe391da89f537207206eeee527c3a2460d","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0007d2eb47905431d1f393cd5eeafb2a0b9e48cb7150cab4d7db9eae62503549","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0013f11d6a4a4e2a645b611935b5c66bb480ff9f94948482729035159c48048e","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0010c2c02b50f6e16d0edc9c11506b1001eb1392dca4e6396287d68939a6ff3a","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,311721.00
"001673e68f8fb609a44b74771c69e7abe1ce8d4e8543b26eead7536849442e7a","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001673e68f8fb609a44b74771c69e7abe1ce8d4e8543b26eead7536849442e7a","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000dd6396e2f16e1b751cdad79a3bb991ab72e2134d21952b72cd034beeb66b7","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001303de837f17ea7e62bc358d25ca5a55b5c6d21c07187f2d6edee00ab3063c","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,20000.00
"0010c2c02b50f6e16d0edc9c11506b1001eb1392dca4e6396287d68939a6ff3a","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,327939.00
"000bd069c50c389115e077adac4da5a106c624a1cc45e09824caea409dd5c1f7","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,76903.00
"000fe5378ff3df0c769958a67b2daede36bc5ce93682b89df5f1588bda1bb6bf","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001303de837f17ea7e62bc358d25ca5a55b5c6d21c07187f2d6edee00ab3063c","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0007d2eb47905431d1f393cd5eeafb2a0b9e48cb7150cab4d7db9eae62503549","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001bc4ff7f08b9748bad44b3743815a92563748b772e999dbecedf948a60e68c","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,190813.00
"6b06ec7f67248b5e369f518f648a4b3580930dff9062dceb9b9c76f70cd7d3aa","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"89a3b5b86691739d4124fa4d289b10a86335da330c33d3324dd05be97a496717","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
c4dcd25469a094f595a7ec3595eb6a770b7df761a60b7979d176eb19754f6d14,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,60696.00
e0b931d77d8229f418c696a88ab97df393a323c97bcb3a603aa689d1f5c4766b,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,154023.00
"3245d76675d275ae10ecb4a67f6bcf688d819c27abe4e228594a8e8d9b6a7ec9","2024",Income Tax - Company,30001.00,30000.00,0.00,0.00,0.00,0.30
"29b6d9e84b9fc4ebd335f64fe4357c2c9fceb7c7b0ac9bd7a4320e4d4dddcd53","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"5114c608ccf75fa86fc1d62a7043a1faf1c9703df29abf3974314a840028c953","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"21686f2318482f7d5328fabc0db0fb1d0072b736987fd526a39eaccbe6e64177","2023",Income Tax - Resident Individual,468000.00,50000.00,50000.00,0.00,76000.00,1000.00
"001bc4ff7f08b9748bad44b3743815a92563748b772e999dbecedf948a60e68c","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,190813.00
"0018a2eb4ba9fb5e63e68b6205331bc6472d69067610e2b103dba522e83a34bc","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"00039907d12d58518ced2d748d7f99853d170d2580ba3bf20b79b65086b66cd3","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,12188.00
"0010eb044ee0dec49259b0e75d5aaf63bb3f09a09efbd92f9c971766a5e620cc","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,277248.00
"000462889bcd01ef8e36b9ef6f16dc91de76dac05ebb5fed09ece5052a1adb42","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,236861.00
"0010eb044ee0dec49259b0e75d5aaf63bb3f09a09efbd92f9c971766a5e620cc","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,275146.00
"00039907d12d58518ced2d748d7f99853d170d2580ba3bf20b79b65086b66cd3","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,1696.00
"0016f30445ae67190d9f6f1caee5dd457260a90eaecc106e884ae289c3d18643","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,207364.00
"000416666ef55824adfdac091bad1964d3342b82856e18dc2370c03a31ff8bee","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,155754.00
be33946d16c9777180fe4dee347c586eb6a742df69d383f4a8cb55be49dde565,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,449572.00
bd716a6a905a9777600f5d4b49ed727db9a1ce4c7d9650c8ba7fdb44a2393518,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"7675101bfa1b39d93551e1cf438972b7aa3157bdf17214a871b46cf5018ce797","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,18307.00
"2046aa496958552dadb513e6effc29fc25a4fed9ec1c420dd8afcab8e613f6cc","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"2108841170ddc7b65676496d2e102bd2b49cd5396cc1c28d3a2a6abf2744b344","2023",Income Tax - Resident Individual,193000.00,0.00,0.00,0.00,0.00,0.00
"3efdcb44516c14a31dbc01dced0f6ba4a58b735fae642fa35d7e1623b36a3357","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,404374.00
b37762bb071957eae112e01bb632eb5867817651bcefac34a6442f75dfe0deea,"2023",Income Tax - Resident Individual,4940600.00,1295940.00,0.00,0.00,3309075.00,11897.00
"31c1f7abd59397f7ebcefbbebdc9e772c81d2517f946ad6f06ba83123023f680","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,12000.00
ecd32145db1f6d1995ce5e8666387cb22e080024ff806e33af45d68a32f42d10,"2024",Income Tax - Company,7337673.00,451729.00,3972694.00,38093.00,5617748.00,0.00
"37c393e9e79939bcaf079f905b16aa857a01bd9083f8626e4943948d239b4782","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"6386e7d8444a66631c60a7307c13463a669da3798a015402e6f14b34ab8fdc3b","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,347332.00
f41213072de43740c45137b44096357662c037eef64306360c8253a969f0b076,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,13041.00
"3e73352cf92becd4c65c7f7a53ad987b3197b8d8c4bafb87e0d54befbb38af9a","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
ef3f09b44bab65191276a3c7ee60859171491f8af8b9586858fc96f42f896fa9,"2023",Income Tax - Company,117300.00,107300.00,0.00,0.00,0.00,3000.00
"29377f1e5fd4add7d97bb20488f99d3b4892d394086127107364bdba3e2b3f92","2024",Income Tax - Resident Individual,40480.00,20000.00,19822.00,658.00,0.00,60400.00
f1ae63b7409e6b0ed143dcc2b15b9e6b4fa82253b21c413c2a3ebd8c237661fb,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
a1e3147d6953864c20b5604a1827859b94c0f9ae05f9e082a6a6f4fd446c1eaa,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"10c0301ea5ccbb25afadf6a4eeabef7736e1d81fd554140255de373f742f047d","2024",Income Tax - Resident Individual,105000.00,0.00,0.00,0.00,0.00,0.00
"49aa83d74346d8ed2f997f70f16abfac0291eb1fb7659fc68e5a1e6bb270ac37","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
b475c1f03cc2343352a2deb91d8a43e5c40f372b572a1996f6357526937b5505,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000cac06733758c502a71d0d4385fa359efee30926f980737eebb884c7e28122","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"00019b46d39fbb86dd115473f744d919c043437e015834e8fa56829a803f2887","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,494471.00
"0009b78a653f31d3343922978f667f4c57cd2a56aa2bdc7359d3a55401b12ecf","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"8a27b8f41d06801623f6a9eee2230ea7e290cd1953d6c55241353042a2e888f1","2024",Income Tax - Company,1.00,0.00,0.00,0.00,0.00,0.30
"870392ec0672953bb3ccd5ba51a9d251f13c43cc5e5034772bde68231dfb8c6f","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
d55e4fa46e76b1f4cb2f924a04b61a6a598beb1c2a83735eaa38bc37aa3d1f8a,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"281dbf6d2765221ee359ce8980ccd0e80c0a568afefdf8bff451bf736e299d70","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,347174.00
f89e7fd0ed69d6af711b90491d536556a1d802efb06d32a7c363000627d0af75,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,57444.00
"314bd830fca377f8a3611c4c0f37fb0d4f51d1cca00dc3fa4f9afdd4e57d7fc3","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"1ac993cb90421293eace2d1a5a401f55f604eb02228a5cec3d7b9207e4f269a0","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,10723.00
"9f5297c8cf07eed1f22a103d34f06ebfa8f6ab775a3272305bcda5b65d09e81e","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,63636.00
"31ac55afa8c99b9edf3254fb7b41b2eacae4de165d620aa74a5108812ba015ce","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,143476.00
"9e551290d7052df4aa536ba23e14727dd79dca4586edffa8a43a0abfbfd9defc","2023",Income Tax - Company,1389209.00,372255.00,73795.00,370803.00,524525.00,13624.80
"2df46b83a55ca79fe216ca12d879abb952ebb0647ee917404a65c355e60f696e","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,3600.00
"7ae5f55dd0713845d5a5abd30b68920dd7c568d4648c7fecca08611a32f54218","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"66835a3724910238a446ca46b61d8814d2ec8306644dd24f1a62465c192b14bd","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"7f2a03ded5b7ee0014e1b00d31eaad6232da6b936006e8e4e5aed10451f57e1e","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001190d3f95d24a1175daa20240122f849b27bdab3790675b21c63720b30e412","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000c43712f7d5a92ecc046f4af3d5465f7715467a101e4abf2442ef94af0f3ad","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,188794.00
"000911259097f3cf09efb2fca3be061f18e0e4139fb1cfc5968afae2d39fbd2b","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,206569.00
"000c43712f7d5a92ecc046f4af3d5465f7715467a101e4abf2442ef94af0f3ad","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,170610.00
"000911259097f3cf09efb2fca3be061f18e0e4139fb1cfc5968afae2d39fbd2b","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,233183.00
"0010d71d1d73d89f0db3d1974fb73c9a5580d657d4388867eafc91f6b31cf6a9","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,41764.00
"0019269d89a90028fc7ebbb761ed4cd99de17a2ca6595d6fd4440261604666f9","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000b9e7a58ef358e1b0d8a9ffbef367abec64f79b34a14191dd2b66b76bc4504","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"370ea2c0f7ba2fb03be123480b2c574fb25f1563022a79a68a5486ef5181c1de","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,38315.00
b6a018d4bffc1f0563acf1bd3ea04fb6cefa4aea1c4761e3ce2bfc0b7db62494,"2024",Income Tax - Partnership,5091605.00,96220.00,75000.00,162904.00,9000.00,0.00
"9d35e141664050e90dc4a38e76a535b3316b8e28403dc90a74334971070861bf","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,104287.00
"639eb873778536a5670ac22ff29fcb9e5893600527e5a21423beb060cd39bee5","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,87459.00
"16fe59bc635744fe3fc1079ec3ae0918f2918341c99796bce5b79b7904dcc869","2024",Income Tax - Company,4663703.79,1428980.00,0.00,456606.00,0.00,29455.79
"9444e0d6d3d00565a1ff6f4ce717e2bd468e23e5497f7c729cf37e0509e6b81f","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"38379d90e92717a78dcda8a6e7ba459076370af43c5f95c5374b269eff9c83c8","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"805ee9ea58e5a6efff878b93ddcd0f185ea56ca60620e29895be6d090aa4b8fa","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,10408.00
"67fd6f0fc2ff5d58c6485a98fef10b41be43f12292d308d9fcdd5d3a0e28e144","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
e1a3735635d2749e6bded8a494a7f01fd935eeab2eaf8c7c017678ebf15d7962,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,2031289.00
"878fd83a034bd5227a14405438926767bc8b9fa8285f5029fdf90d6dcf323bf6","2024",Income Tax - Company,0.00,829637.00,2180061.00,0.00,1817048.00,0.00
fd41ae529d6dacd3a54915831cc5b1678801d357565283a6ab1bcfcf8572b43f,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,539884.00
dc1283c7bd84df8c9c5a5d5fa0af37676c4837df678b511d623642b210b1ccdd,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"195f5e03f157c3879dc5dad7cf15677778932f06870235009251200870e458ce","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,521751.00
e3536c55faccc3c50324776a0cca2c87ebd81a50958618066bee55c0fb269a61,"2023",Income Tax - Company,30335552690.00,12961000.00,4278799000.00,684192000.00,2547509690.00,388959027.60
a243f452f912acaff5bd96f74b5f944cccdd70d32d6fe9469ffe9ed5e266e739,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,73501.00
"45acddab487c7b76f83afec216465e6a79ae9e79da84f4edbd6394bb3eba2e13","2023",Income Tax - Resident Individual,1146280.00,1141903.00,0.00,0.00,0.00,63399.00
"38f1c2d36defbc6f8f8e79c79040b936e05fa8d426309bd6403c9c3871a7b986","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,95997.00
"80a7cea752de89101a118afaae1750d228217b847304562f41ddfff9ca6462c1","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
f1231a33a0783bba22f26538f4a4d8bab53313df90966a9901b3b78958e59125,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"4d649be53ca7c0ce56d9c7baf418a4e38be426a95d76f2f94a43ec0b4e31e18a","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,109701.00
"001031cd63d1fedaee854729c441c5e86278debfb76aff97cfc5527c5b37935c","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,77753.00
"000e616ba3c6a10dd00644e891e7304872d31b9fc439505708907698c5f3921a","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,190456.00
"00009289ac1ab82aad163a8a17e2e0dcec0e140d9b9363d6661276d15d8f14a4","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,184272.00
"000b9e7a58ef358e1b0d8a9ffbef367abec64f79b34a14191dd2b66b76bc4504","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000e759ab4362de7ff836720c31e2c26526f2c69cb279e299c47d9a949441e91","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,178174.00
"00009289ac1ab82aad163a8a17e2e0dcec0e140d9b9363d6661276d15d8f14a4","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,188001.00
"0014ecb3eb0b56e9310c00fa62041229bf7e3aee10eba9227122b57b14d9fa16","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,23715.00
"0014ecb3eb0b56e9310c00fa62041229bf7e3aee10eba9227122b57b14d9fa16","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,41274.00
"001b18c42fecb632c3025e17f9c59d9756514a4ad86dabb24821244511fb3aac","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"9663be729e6056e316c8190ecaafbaa48fbc4266e160e13f0ce85f3de66ba9b7","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"03e946b8ace70fa60c7f0528dc42b762a90aa750164fda8a383d774153527fde","2023",Income Tax - Resident Individual,39689.00,33074.00,0.00,0.00,0.00,197247.00
b5d194c344d006c97e06e7b20c8797dff61f13be6ec65abb77a970a415b3d4f9,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
c12ee7280308a317c950c6bcc10f500e750fe680905c6efa37db6aa3d26491cf,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,647.00
a41c52faa8e7eecfa5c0d25b242b1a6b5f2eea44c2d45560909f42fe13b7e3d9,"2024",Income Tax - Resident Individual,2605683.00,196760.00,47169.00,3051.00,14718.00,5294.00
d13169d2233c1782fb3898cecc8aaee81ba6a7274373bd40ab6765ae6eedfa4f,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,91189.00
"4d09fa3f6454e4047820b196d5387f6b6ea819042b2fa7f767bf4fc62845f73c","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"527a218d2e2e4f4d5540829dfcf0d0f8ae1a4ddba3ad2d40a7f9d252a0762fc3","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,90972.00
"243ace7722c8803989b2b1eb3dac0c4ea53a39e009d02bc284d54c1b07805789","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,169079.00
df7ef2fe744277b30409a22cc02b650afd81b4bd2ce40c861b5f9a038c4fe06e,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,533717.00
f919df0f204d75a88b3ca53201e4a792adf73fa3bfc7cc3a166261cb8bf9e9ea,"2023",Income Tax - Company,1521234.00,35040.00,486.00,5027.00,287687.00,0.00
"2f86a6b1894c424de1a233424ad36e5d979621fdd28345442a578b783a06bb52","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001c05935d6b149ef9f32b29d0247ad195377128762556eae93f293ac688b410","2024",Income Tax - Company,821184.00,50000.00,197381.00,1440.00,473678.00,0.26
"0005b97323d146554b2e3bfaf9c6acb1cf7eef5090ac2f5350018211a5832462","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,465782.00
"001c05935d6b149ef9f32b29d0247ad195377128762556eae93f293ac688b410","2023",Income Tax - Company,1024684.00,58000.00,191995.00,2092.00,548296.00,0.00
"0005b97323d146554b2e3bfaf9c6acb1cf7eef5090ac2f5350018211a5832462","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,344272.00
"0005477af49cfa66671ec3a72b7803d87dec8df3a78017ad536710bf6a05fa67","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"00c79495dfb074d13f5f7c3ab1cdf08bc9da948cf4c7ec2b3124e971abafe850","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,30462.00
